Age,Travel,Department,Distance,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,JobSatisfaction
33.0,Rarely,Other,16.0,Medium,819.0,Low,Female,69.0,High,Low,Single,5324.0,1.0,No,6.0,3.0,2.0,0.0,Low
47.0,Rarely,Other,2.0,Low,820.0,High,Female,33.0,High,High,Married,16752.0,1.0,,26.0,26.0,14.0,3.0,High
36.0,Rarely,Other,1.0,,823.0,,Female,35.0,High,Low,Married,5228.0,1.0,No,10.0,9.0,7.0,0.0,Low
29.0,Rarely,,23.0,Low,824.0,High,Male,81.0,High,Low,Married,2700.0,1.0,No,10.0,10.0,7.0,0.0,High
58.0,Rarely,Other,2.0,High,825.0,High,Male,31.0,High,High,Single,19246.0,1.0,Yes,40.0,31.0,15.0,13.0,Low
35.0,Rarely,Other,1.0,High,826.0,High,Female,40.0,High,Low,Single,2506.0,1.0,No,7.0,2.0,2.0,2.0,High
42.0,Rarely,Other,1.0,Low,827.0,High,Female,43.0,Low,Low,Married,6062.0,1.0,Yes,8.0,4.0,3.0,0.0,High
28.0,Rarely,Other,2.0,High,828.0,High,Male,46.0,High,Low,Single,4382.0,1.0,No,5.0,2.0,2.0,2.0,High
36.0,Rarely,Other,13.0,Medium,829.0,High,Male,36.0,High,Low,Married,2143.0,1.0,No,8.0,5.0,2.0,0.0,Low
32.0,Rarely,Other,4.0,Medium,830.0,High,Female,98.0,Low,Low,Married,6162.0,1.0,No,14.0,14.0,13.0,6.0,High
40.0,Frequently,Other,16.0,High,832.0,Low,Male,51.0,Low,Low,Single,5094.0,1.0,No,10.0,1.0,0.0,0.0,High
30.0,Rarely,Other,2.0,Medium,833.0,High,Female,52.0,Low,Low,Single,6877.0,1.0,Yes,12.0,0.0,0.0,0.0,High
45.0,Rarely,Other,2.0,Medium,834.0,Low,Female,95.0,Low,Low,Single,2274.0,1.0,No,1.0,1.0,0.0,0.0,High
42.0,Rarely,Other,29.0,Medium,836.0,Low,Male,98.0,High,Low,Married,4434.0,1.0,No,10.0,9.0,8.0,7.0,Low
38.0,Frequently,Other,12.0,Medium,837.0,Low,Male,45.0,Low,Low,Single,6288.0,1.0,No,13.0,4.0,3.0,1.0,Low
34.0,Frequently,Other,16.0,High,838.0,High,Female,100.0,Low,Low,Single,2553.0,1.0,No,6.0,5.0,2.0,1.0,High
49.0,Rarely,Other,11.0,Medium,840.0,High,Female,43.0,High,Medium,Married,7654.0,1.0,No,9.0,9.0,8.0,7.0,High
55.0,Rarely,Other,2.0,Low,842.0,High,Male,37.0,High,Low,Single,5160.0,1.0,No,12.0,9.0,7.0,7.0,High
43.0,Rarely,Other,14.0,Low,843.0,,Male,94.0,High,High,Married,17159.0,1.0,No,22.0,4.0,1.0,1.0,Low
27.0,Rarely,Other,5.0,Low,844.0,High,Male,42.0,Low,Medium,Single,12808.0,1.0,Yes,9.0,9.0,8.0,0.0,High
35.0,Rarely,Other,7.0,Medium,845.0,High,Male,59.0,High,Medium,Single,10221.0,1.0,No,17.0,8.0,5.0,1.0,High
28.0,Rarely,Other,2.0,High,846.0,Low,Female,81.0,High,Low,Married,4779.0,1.0,Yes,8.0,8.0,7.0,7.0,Low
34.0,Rarely,Other,3.0,Low,847.0,High,Male,88.0,High,Low,Married,3737.0,1.0,No,4.0,3.0,2.0,0.0,High
26.0,Frequently,Other,5.0,Low,848.0,High,Female,88.0,Low,Low,Married,2366.0,1.0,Yes,8.0,8.0,7.0,1.0,High
27.0,Never,Other,3.0,Medium,850.0,High,Male,50.0,High,Low,Married,1706.0,1.0,No,0.0,0.0,0.0,0.0,High
51.0,Rarely,Other,26.0,High,851.0,Low,Female,66.0,High,High,Married,16307.0,1.0,No,29.0,20.0,6.0,4.0,High
44.0,Rarely,Other,4.0,Medium,852.0,High,Male,50.0,High,Low,Single,5933.0,1.0,No,10.0,5.0,2.0,2.0,Low
25.0,Rarely,Other,2.0,Low,854.0,Low,Male,65.0,High,Low,Single,3424.0,1.0,No,6.0,4.0,3.0,0.0,Low
33.0,Rarely,Other,1.0,Medium,855.0,Low,Male,48.0,High,Low,Single,4037.0,1.0,No,9.0,9.0,8.0,0.0,Low
35.0,Rarely,Other,27.0,Low,856.0,High,Female,53.0,Low,Low,Single,2559.0,1.0,No,6.0,6.0,5.0,1.0,Low
36.0,Rarely,Other,1.0,Low,857.0,Low,Male,56.0,High,Low,Married,6201.0,1.0,Yes,18.0,18.0,14.0,4.0,High
32.0,Rarely,Other,13.0,High,859.0,Low,Male,73.0,High,Low,Single,4403.0,1.0,No,8.0,5.0,2.0,0.0,High
30.0,Frequently,Other,5.0,High,861.0,Low,Male,75.0,Low,Low,Single,3761.0,1.0,No,10.0,5.0,4.0,0.0,High
53.0,Rarely,Other,7.0,Low,862.0,Low,Female,78.0,Low,Medium,Married,10934.0,1.0,Yes,35.0,5.0,2.0,0.0,High
45.0,Rarely,Other,9.0,Medium,864.0,High,Male,74.0,High,Medium,Single,10761.0,1.0,Yes,18.0,5.0,4.0,0.0,Low
32.0,Rarely,Other,8.0,Low,865.0,High,Female,91.0,High,Low,Married,5175.0,1.0,No,9.0,5.0,3.0,1.0,High
52.0,Frequently,Other,25.0,High,867.0,High,Female,81.0,Low,High,Married,13826.0,1.0,No,31.0,9.0,8.0,0.0,High
37.0,Rarely,Other,16.0,High,868.0,High,Male,66.0,Low,Low,Single,6334.0,1.0,No,9.0,1.0,0.0,0.0,High
28.0,Rarely,Other,8.0,Low,869.0,Low,Male,,Low,Low,Single,4936.0,1.0,No,6.0,5.0,1.0,0.0,High
22.0,Rarely,Other,1.0,Low,872.0,High,Male,33.0,Low,Low,Married,4775.0,1.0,No,4.0,2.0,2.0,2.0,High
44.0,Rarely,Other,8.0,High,,Low,Male,62.0,High,Low,Married,2818.0,1.0,Yes,10.0,3.0,2.0,0.0,High
42.0,Frequently,Other,2.0,Low,875.0,Low,Male,35.0,High,Low,Single,2515.0,1.0,Yes,8.0,2.0,1.0,2.0,High
36.0,Rarely,Other,8.0,Medium,878.0,Low,Male,77.0,Low,Low,Married,2342.0,1.0,No,6.0,5.0,4.0,0.0,Low
25.0,Rarely,Other,3.0,Low,879.0,High,Male,98.0,High,Low,Married,4194.0,1.0,Yes,5.0,5.0,3.0,0.0,Low
35.0,Rarely,Other,9.0,Medium,880.0,High,Female,66.0,Low,Medium,Married,10685.0,1.0,Yes,17.0,17.0,14.0,5.0,High
35.0,Frequently,Other,25.0,High,881.0,High,Female,96.0,High,Low,Single,2022.0,1.0,Yes,10.0,10.0,2.0,7.0,Low
32.0,Never,Other,1.0,Medium,882.0,High,Male,61.0,High,Low,Single,2314.0,1.0,No,4.0,3.0,0.0,0.0,High
25.0,Rarely,Other,4.0,Low,885.0,High,Male,87.0,Low,Low,Married,4256.0,1.0,No,5.0,5.0,2.0,0.0,Low
49.0,Rarely,Other,1.0,Medium,887.0,High,Female,36.0,High,Low,Married,3580.0,1.0,No,7.0,4.0,2.0,0.0,Low
24.0,Never,Other,4.0,Low,888.0,Low,Male,46.0,Low,Low,Married,3162.0,1.0,No,6.0,5.0,2.0,3.0,High
32.0,Frequently,Other,5.0,Low,889.0,Low,Male,48.0,High,Low,Married,6524.0,1.0,No,10.0,10.0,8.0,5.0,Low
38.0,Rarely,Other,9.0,Medium,893.0,Low,Male,98.0,Low,Low,Married,2899.0,1.0,No,3.0,2.0,2.0,1.0,Low
42.0,Rarely,Other,3.0,Medium,894.0,High,Female,95.0,High,Low,Married,5231.0,1.0,Yes,17.0,5.0,3.0,1.0,High
31.0,Rarely,Other,11.0,High,895.0,High,Male,48.0,High,Low,Married,2356.0,1.0,Yes,8.0,6.0,4.0,0.0,High
29.0,Rarely,Other,1.0,Medium,896.0,Low,Female,48.0,Low,Low,Single,2800.0,1.0,Yes,5.0,3.0,2.0,0.0,High
53.0,Rarely,Other,8.0,Medium,897.0,Low,Male,73.0,High,High,Married,11836.0,1.0,No,28.0,2.0,0.0,2.0,High
35.0,Rarely,Other,25.0,Medium,899.0,High,Male,78.0,Low,Medium,Married,10903.0,1.0,No,16.0,13.0,10.0,4.0,
37.0,Frequently,Other,21.0,Low,,High,Female,54.0,High,Low,Married,2973.0,1.0,No,10.0,5.0,4.0,0.0,High
53.0,Rarely,Other,23.0,High,901.0,High,Female,72.0,High,High,Single,14275.0,1.0,No,33.0,12.0,9.0,3.0,High
43.0,Frequently,Other,1.0,Medium,902.0,High,Female,33.0,High,Low,Married,5562.0,1.0,No,12.0,5.0,,2.0,High
47.0,Rarely,Other,2.0,Low,903.0,High,Female,35.0,High,Low,Married,4537.0,1.0,Yes,8.0,7.0,6.0,7.0,High
37.0,Never,Other,19.0,Low,904.0,Low,Male,32.0,High,Medium,Single,7642.0,1.0,Yes,10.0,10.0,0.0,0.0,Low
50.0,Never,Other,2.0,High,905.0,Low,Male,,High,High,Single,17924.0,1.0,No,31.0,31.0,6.0,14.0,Low
39.0,Rarely,Other,2.0,Medium,909.0,High,Female,42.0,Low,Low,Married,5204.0,1.0,No,13.0,5.0,4.0,0.0,High
33.0,Rarely,Other,3.0,Low,910.0,High,Male,57.0,High,Low,Single,2277.0,1.0,Yes,7.0,4.0,3.0,0.0,Low
32.0,Rarely,Other,25.0,High,911.0,Low,Male,87.0,High,Low,Single,2795.0,1.0,Yes,1.0,1.0,0.0,0.0,High
29.0,Rarely,Other,7.0,Low,912.0,Low,Female,62.0,Low,Low,Single,2532.0,1.0,No,8.0,4.0,3.0,0.0,High
44.0,Rarely,Other,9.0,Low,913.0,Low,Male,61.0,High,Low,Married,2559.0,1.0,Yes,8.0,8.0,7.0,7.0,Low
28.0,Rarely,Other,5.0,High,916.0,Low,Male,98.0,High,Low,Single,4908.0,1.0,No,4.0,4.0,2.0,0.0,High
58.0,Frequently,Other,2.0,Low,918.0,High,Male,57.0,Low,Low,Single,2380.0,1.0,Yes,3.0,1.0,0.0,0.0,High
43.0,Rarely,Other,8.0,Medium,920.0,Low,Female,55.0,High,Low,Single,4765.0,1.0,No,4.0,1.0,0.0,0.0,Low
20.0,Rarely,Other,2.0,Medium,922.0,High,Female,49.0,Low,Low,Single,2044.0,1.0,No,2.0,2.0,2.0,0.0,High
21.0,Rarely,Other,18.0,Low,923.0,High,Female,65.0,High,Low,Single,2693.0,1.0,No,1.0,1.0,0.0,0.0,High
36.0,Rarely,Other,14.0,Low,924.0,High,Male,68.0,High,Low,Married,6586.0,1.0,Yes,17.0,16.0,8.0,4.0,High
47.0,Rarely,Other,2.0,High,925.0,High,Female,65.0,Low,Low,,3294.0,1.0,,3.0,3.0,2.0,1.0,High
22.0,Rarely,Other,3.0,Low,926.0,Low,Female,34.0,High,Low,Married,4171.0,1.0,Yes,4.0,3.0,2.0,0.0,High
41.0,Rarely,Other,2.0,High,927.0,Low,Female,57.0,Low,Low,Single,2778.0,1.0,Yes,10.0,7.0,7.0,1.0,High
28.0,Rarely,Other,9.0,Medium,930.0,High,Female,77.0,High,Low,Single,2377.0,1.0,No,6.0,2.0,2.0,2.0,High
39.0,Rarely,Other,6.0,Medium,932.0,High,Male,70.0,High,Low,Married,2404.0,1.0,Yes,8.0,2.0,2.0,2.0,Low
27.0,Rarely,Other,4.0,Medium,933.0,Low,Female,76.0,High,Low,Single,2318.0,1.0,No,1.0,1.0,1.0,0.0,High
34.0,Rarely,Other,10.0,Medium,934.0,Low,Male,83.0,High,Low,Single,2008.0,1.0,No,1.0,1.0,0.0,1.0,Low
42.0,Rarely,Other,14.0,Low,936.0,,Female,68.0,Low,Low,,6244.0,1.0,No,10.0,5.0,4.0,0.0,High
33.0,Rarely,Other,1.0,High,939.0,High,Male,100.0,Low,Low,Single,2799.0,1.0,Yes,6.0,3.0,2.0,0.0,Low
58.0,Rarely,Other,5.0,Medium,940.0,High,Female,37.0,Low,Medium,Single,10552.0,1.0,Yes,24.0,6.0,0.0,0.0,Low
31.0,Rarely,Other,7.0,High,941.0,Low,Male,41.0,Low,Low,Married,2329.0,1.0,No,13.0,7.0,7.0,5.0,High
35.0,Rarely,Other,21.0,Low,942.0,High,Female,51.0,High,Low,Married,4014.0,1.0,Yes,10.0,10.0,6.0,0.0,High
49.0,Rarely,Other,8.0,Low,944.0,Low,Female,51.0,High,Medium,Married,7403.0,1.0,No,29.0,26.0,9.0,1.0,Low
48.0,Rarely,Other,20.0,High,945.0,High,Male,51.0,High,Low,Married,2259.0,1.0,No,13.0,,0.0,0.0,High
31.0,Never,Other,20.0,Low,947.0,High,Female,45.0,High,Low,Married,6932.0,1.0,No,9.0,9.0,8.0,0.0,High
36.0,Rarely,Other,7.0,High,949.0,Low,Male,65.0,High,Low,Single,4678.0,1.0,No,8.0,6.0,2.0,0.0,High
38.0,Rarely,Other,1.0,Medium,950.0,High,Female,80.0,High,Medium,Married,13582.0,1.0,No,15.0,15.0,12.0,5.0,Low
32.0,Never,Other,1.0,Medium,951.0,High,Female,70.0,Low,Low,Married,2332.0,1.0,No,5.0,3.0,0.0,0.0,Low
25.0,Rarely,Other,19.0,Low,952.0,High,Male,36.0,Low,Low,Married,2413.0,1.0,Yes,1.0,1.0,0.0,0.0,Low
40.0,Rarely,Other,10.0,High,954.0,Low,Male,67.0,Low,Medium,,9705.0,1.0,No,11.0,1.0,0.0,0.0,Low
26.0,Frequently,Other,1.0,Medium,956.0,High,Male,52.0,Low,Low,Single,,1.0,No,7.0,7.0,7.0,0.0,Low
41.0,Rarely,Other,6.0,Medium,957.0,High,Male,59.0,High,Low,Single,4721.0,1.0,Yes,20.0,18.0,13.0,2.0,Low
36.0,Rarely,Other,2.0,High,958.0,High,Male,79.0,High,Low,Single,2519.0,1.0,No,16.0,11.0,8.0,3.0,High
19.0,Rarely,Other,21.0,Medium,959.0,High,Male,37.0,Low,Low,Single,2121.0,1.0,Yes,1.0,1.0,0.0,0.0,Low
20.0,Rarely,Other,4.0,Medium,960.0,Low,Male,84.0,High,Low,Single,2973.0,1.0,No,1.0,1.0,,0.0,Low
31.0,Rarely,Other,12.0,Medium,961.0,High,Female,41.0,High,Low,Married,5855.0,1.0,Yes,10.0,9.0,7.0,8.0,High
40.0,Frequently,Other,9.0,High,964.0,High,Male,35.0,High,Low,Single,3617.0,1.0,Yes,3.0,1.0,1.0,0.0,Low
32.0,Rarely,Other,3.0,High,966.0,High,Female,93.0,High,Low,Married,6725.0,1.0,No,8.0,8.0,,6.0,Low
36.0,Rarely,Other,3.0,Low,967.0,High,Male,51.0,Low,Medium,Married,10325.0,1.0,Yes,16.0,16.0,7.0,3.0,High
33.0,Rarely,Other,1.0,Medium,969.0,Low,Female,42.0,Low,Low,Single,6949.0,1.0,No,6.0,5.0,0.0,1.0,High
37.0,Rarely,Other,1.0,High,970.0,Low,Male,46.0,Low,Medium,Married,10609.0,1.0,No,17.0,14.0,1.0,11.0,High
45.0,Never,Other,4.0,Low,972.0,High,Male,57.0,High,Low,Married,4447.0,1.0,No,9.0,9.0,7.0,0.0,Low
29.0,Frequently,Other,20.0,Medium,974.0,High,Female,84.0,High,Low,Married,2157.0,1.0,No,3.0,3.0,1.0,0.0,High
35.0,Rarely,Other,18.0,Medium,975.0,High,Female,86.0,High,Low,Married,4601.0,1.0,No,5.0,5.0,2.0,1.0,High
52.0,Rarely,Other,1.0,Low,976.0,High,Male,70.0,High,High,Married,17099.0,1.0,No,26.0,9.0,8.0,7.0,High
58.0,Rarely,Other,2.0,Medium,977.0,High,Male,51.0,High,Low,Single,2479.0,1.0,No,7.0,1.0,0.0,0.0,High
53.0,Rarely,Other,2.0,Low,981.0,High,Male,45.0,High,High,Single,14852.0,1.0,No,22.0,17.0,13.0,15.0,High
30.0,Rarely,Other,8.0,Low,982.0,High,Male,62.0,High,Medium,Single,7264.0,1.0,No,10.0,8.0,4.0,7.0,High
38.0,Never,Other,10.0,Medium,983.0,High,Female,85.0,High,Low,Single,5666.0,1.0,Yes,6.0,5.0,3.0,1.0,High
35.0,Rarely,Other,3.0,High,984.0,High,Male,92.0,High,Medium,Single,7823.0,1.0,No,12.0,10.0,9.0,0.0,High
39.0,Rarely,Other,2.0,High,985.0,Low,Male,41.0,High,Medium,Single,7880.0,1.0,No,9.0,8.0,7.0,0.0,High
40.0,Never,Other,24.0,Medium,986.0,Low,Female,100.0,High,High,Single,13194.0,1.0,Yes,22.0,1.0,0.0,0.0,Low
47.0,Frequently,Other,16.0,High,987.0,High,Male,64.0,High,Low,Single,5067.0,1.0,Yes,20.0,19.0,10.0,2.0,High
36.0,Never,Other,8.0,High,990.0,Low,Male,84.0,High,Low,Single,5079.0,1.0,No,,7.0,7.0,0.0,High
31.0,Never,Other,9.0,Low,991.0,High,Male,46.0,Low,Low,Single,2321.0,1.0,Yes,4.0,3.0,2.0,1.0,Low
33.0,Never,Other,17.0,Medium,992.0,High,Male,38.0,High,High,Single,17444.0,1.0,No,10.0,10.0,8.0,6.0,High
29.0,Rarely,Other,10.0,Medium,994.0,High,Female,92.0,Low,Low,Single,2404.0,1.0,Yes,3.0,0.0,0.0,0.0,Low
33.0,Rarely,Other,13.0,Low,995.0,Low,Female,53.0,High,Low,Single,3452.0,1.0,No,5.0,3.0,2.0,0.0,High
45.0,Rarely,Other,1.0,High,996.0,High,Female,91.0,High,Low,Single,2270.0,1.0,No,8.0,5.0,3.0,0.0,High
50.0,Rarely,Other,1.0,Low,997.0,High,Male,66.0,High,High,Single,17399.0,1.0,No,32.0,5.0,4.0,1.0,High
33.0,Frequently,Other,1.0,High,998.0,High,Female,84.0,High,Low,Married,5488.0,1.0,Yes,6.0,6.0,5.0,1.0,Low
41.0,Frequently,Other,9.0,Medium,999.0,Low,Male,64.0,High,High,Single,,1.0,No,21.0,18.0,16.0,0.0,High
27.0,Rarely,Other,16.0,High,1001.0,High,Female,37.0,High,Low,Married,2811.0,1.0,No,4.0,2.0,2.0,2.0,Low
45.0,Never,Other,23.0,Low,1002.0,High,Male,,High,Low,Married,3633.0,1.0,Yes,9.0,9.0,8.0,0.0,Low
47.0,Rarely,Other,4.0,Low,1003.0,High,Female,83.0,High,Low,Single,4163.0,1.0,Yes,9.0,9.0,0.0,0.0,High
30.0,Rarely,Other,22.0,Medium,1004.0,Low,Female,48.0,High,Low,Married,2132.0,1.0,Yes,7.0,5.0,2.0,0.0,High
50.0,Rarely,Other,24.0,Medium,1005.0,High,Male,95.0,High,High,Married,13973.0,1.0,Yes,22.0,12.0,11.0,1.0,High
38.0,Frequently,Other,10.0,Low,1006.0,High,Male,66.0,High,Low,Married,2684.0,1.0,No,3.0,2.0,1.0,0.0,High
46.0,Rarely,Other,7.0,Low,1007.0,High,Male,75.0,High,Medium,Single,10845.0,1.0,No,13.0,8.0,7.0,0.0,High
24.0,Rarely,Other,17.0,Low,1009.0,High,Female,41.0,Low,Low,Single,4377.0,1.0,No,5.0,4.0,2.0,3.0,High
35.0,Rarely,Other,14.0,High,1010.0,High,Male,39.0,Low,Low,Single,3743.0,1.0,Yes,5.0,,2.0,0.0,Low
31.0,Frequently,Other,1.0,Low,1011.0,High,Female,96.0,High,Low,Married,4148.0,1.0,No,4.0,4.0,3.0,0.0,Low
18.0,Never,Other,5.0,Low,1012.0,Low,Male,73.0,High,Low,Single,1051.0,0.0,No,0.0,0.0,0.0,0.0,High
54.0,Rarely,Other,17.0,Medium,1013.0,High,Female,56.0,High,Medium,Married,10739.0,1.0,No,22.0,10.0,7.0,0.0,High
35.0,Rarely,Other,25.0,High,1014.0,High,Female,57.0,High,Medium,Single,10388.0,1.0,Yes,16.0,16.0,10.0,10.0,High
30.0,Rarely,Other,8.0,Low,1015.0,Low,Female,73.0,High,Medium,Married,11416.0,1.0,Yes,9.0,8.0,7.0,1.0,Low
20.0,Rarely,Other,11.0,Medium,1016.0,High,Female,98.0,Low,Low,Single,2600.0,1.0,Yes,1.0,1.0,0.0,0.0,Low
30.0,Frequently,Other,5.0,Medium,1017.0,Low,Female,60.0,High,Low,Single,2422.0,1.0,No,4.0,3.0,2.0,1.0,Low
26.0,Rarely,Other,2.0,Low,1018.0,High,Male,32.0,High,Low,Married,5472.0,1.0,No,8.0,8.0,7.0,1.0,High
22.0,Rarely,Other,8.0,Low,1019.0,Low,Male,94.0,Low,Low,Married,2451.0,1.0,No,4.0,4.0,3.0,,Low
48.0,Rarely,Other,6.0,Medium,,Low,Male,97.0,Low,Low,Single,4240.0,1.0,No,19.0,2.0,2.0,2.0,High
48.0,Rarely,Other,4.0,High,1024.0,High,Male,78.0,Low,Medium,Single,10999.0,1.0,No,27.0,15.0,11.0,4.0,High
41.0,Rarely,Other,7.0,Low,1025.0,High,Female,42.0,High,Low,Single,5003.0,1.0,No,8.0,2.0,2.0,2.0,High
39.0,Rarely,Other,1.0,Low,1026.0,High,Female,65.0,Low,High,Married,12742.0,1.0,No,21.0,21.0,6.0,11.0,High
27.0,Rarely,Other,2.0,High,1027.0,Low,Female,47.0,High,Low,Married,4227.0,1.0,No,4.0,3.0,2.0,2.0,High
,Rarely,Other,10.0,Medium,1028.0,Low,Male,45.0,High,Low,Single,3917.0,1.0,No,3.0,3.0,2.0,1.0,High
42.0,Rarely,Other,5.0,Low,1029.0,High,Male,90.0,High,High,Married,18303.0,1.0,No,21.0,1.0,0.0,0.0,High
50.0,Rarely,Other,9.0,Medium,1030.0,Low,Male,64.0,High,Low,Married,2380.0,1.0,No,8.0,1.0,0.0,0.0,High
59.0,Rarely,Other,2.0,Medium,1032.0,High,Female,69.0,Low,High,Single,13726.0,1.0,Yes,30.0,,3.0,4.0,High
37.0,Rarely,Other,,Low,1033.0,Low,Female,61.0,Low,Low,Married,4777.0,1.0,No,15.0,1.0,0.0,0.0,Low
55.0,Frequently,Other,18.0,High,,High,,62.0,High,Low,Married,6385.0,1.0,Yes,17.0,8.0,7.0,6.0,Low
41.0,Never,Other,7.0,Low,1035.0,Low,Female,55.0,Low,High,Single,19973.0,1.0,No,21.0,21.0,16.0,5.0,High
38.0,Rarely,Other,3.0,High,1036.0,Low,Male,42.0,High,Low,Single,6861.0,1.0,Yes,19.0,1.0,0.0,0.0,High
26.0,Never,Other,29.0,Low,1037.0,Low,Male,79.0,Low,Low,Single,4969.0,1.0,No,7.0,2.0,2.0,2.0,Low
52.0,Rarely,Other,2.0,Low,1038.0,Low,Female,57.0,Low,High,Married,19845.0,1.0,No,33.0,32.0,14.0,6.0,High
44.0,Rarely,Other,28.0,Medium,1039.0,High,Female,53.0,High,High,Married,13320.0,,Yes,23.0,12.0,11.0,11.0,High
50.0,Never,Other,1.0,Medium,1040.0,High,Female,95.0,High,Low,Married,6347.0,1.0,No,19.0,18.0,7.0,0.0,High
36.0,Rarely,Other,16.0,High,1042.0,High,Female,43.0,High,Low,Single,2743.0,1.0,No,18.0,17.0,13.0,15.0,Low
39.0,Frequently,Other,22.0,Medium,1043.0,High,Female,82.0,High,Medium,Single,10880.0,1.0,Yes,21.0,21.0,6.0,2.0,Low
33.0,Never,Other,8.0,Low,1044.0,Low,Female,88.0,Low,Low,Single,2342.0,1.0,No,3.0,2.0,2.0,2.0,High
45.0,Rarely,Other,11.0,Low,1045.0,High,Female,90.0,High,High,Married,17650.0,1.0,No,26.0,9.0,3.0,1.0,High
32.0,Never,Other,29.0,High,1046.0,High,Female,69.0,High,Low,Single,4025.0,1.0,No,10.0,8.0,7.0,7.0,High
34.0,Rarely,Other,1.0,High,1047.0,Low,Male,75.0,High,Low,Single,9725.0,1.0,No,16.0,15.0,1.0,0.0,High
59.0,Rarely,Other,1.0,Low,1048.0,Low,Male,66.0,High,Medium,Married,11904.0,1.0,,14.0,6.0,4.0,0.0,High
45.0,Rarely,Other,24.0,High,1049.0,Low,Male,36.0,High,Low,Single,2177.0,1.0,No,6.0,6.0,3.0,0.0,Low
53.0,Frequently,Other,2.0,Medium,1050.0,High,Female,38.0,Low,Medium,Married,7525.0,1.0,No,30.0,15.0,7.0,6.0,Low
36.0,Rarely,Other,15.0,Medium,1052.0,Low,Male,81.0,High,Low,,4834.0,1.0,No,9.0,1.0,0.0,0.0,High
26.0,Frequently,Other,2.0,Medium,1053.0,Low,Male,57.0,High,Low,Married,2042.0,1.0,Yes,6.0,3.0,2.0,1.0,Low
34.0,Rarely,Other,,High,1055.0,High,Female,87.0,High,Low,Married,2220.0,1.0,Yes,1.0,1.0,1.0,0.0,High
28.0,Rarely,Other,10.0,Low,1056.0,High,Male,74.0,High,Low,Married,1052.0,1.0,No,1.0,1.0,0.0,0.0,Low
,Frequently,Other,3.0,High,1060.0,High,Male,44.0,High,Low,Married,2821.0,1.0,No,8.0,2.0,2.0,2.0,High
50.0,Rarely,Other,2.0,High,1061.0,Low,Male,62.0,High,High,Married,19237.0,1.0,Yes,29.0,8.0,1.0,7.0,High
37.0,Rarely,Other,3.0,Medium,1062.0,High,Female,35.0,High,Low,Single,4107.0,1.0,No,,4.0,3.0,0.0,Low
40.0,Rarely,Other,26.0,Medium,1066.0,High,Male,74.0,High,Low,Married,8396.0,1.0,No,8.0,7.0,7.0,7.0,Low
26.0,Frequently,Other,1.0,Low,1068.0,Low,Female,66.0,Low,Low,Single,2007.0,1.0,No,5.0,5.0,3.0,1.0,High
46.0,Rarely,Other,1.0,High,1069.0,High,Male,40.0,High,High,Single,19627.0,1.0,No,23.0,2.0,2.0,2.0,High
54.0,Rarely,Other,2.0,High,1070.0,High,Female,41.0,Low,Medium,Married,10686.0,1.0,No,13.0,9.0,4.0,7.0,High
56.0,Frequently,Other,9.0,Medium,1071.0,Low,Female,63.0,High,Low,Married,2942.0,1.0,No,18.0,5.0,4.0,0.0,High
36.0,Rarely,Other,12.0,High,1073.0,High,Female,51.0,Low,Medium,Single,8858.0,1.0,No,15.0,14.0,8.0,7.0,High
55.0,Never,Other,2.0,Low,1074.0,High,Male,40.0,Low,High,Single,16756.0,1.0,No,31.0,,7.0,6.0,Low
43.0,Rarely,Other,25.0,Medium,1076.0,High,Male,79.0,Low,Medium,Single,10798.0,1.0,No,18.0,1.0,0.0,0.0,High
20.0,Frequently,Other,9.0,Medium,1077.0,High,Female,54.0,High,Low,Single,2323.0,1.0,Yes,2.0,2.0,2.0,0.0,High
21.0,Rarely,Other,10.0,Medium,1079.0,High,Female,36.0,Low,Low,Single,1416.0,1.0,No,1.0,1.0,0.0,1.0,Low
46.0,Rarely,Other,8.0,High,1080.0,High,Female,74.0,Low,Low,Single,4615.0,1.0,Yes,19.0,16.0,13.0,1.0,Low
51.0,Rarely,Other,4.0,High,1081.0,Low,Male,34.0,High,Low,Married,2461.0,1.0,Yes,18.0,10.0,0.0,2.0,High
28.0,Never,Other,24.0,Low,1082.0,Low,Male,72.0,Low,Medium,Single,8722.0,1.0,No,10.0,10.0,7.0,1.0,Low
26.0,,Other,1.0,Low,1083.0,Low,Male,59.0,Low,Low,Married,3955.0,1.0,No,6.0,5.0,3.0,1.0,Low
30.0,Rarely,Other,20.0,Medium,1084.0,High,Male,85.0,High,Low,Married,9957.0,1.0,No,7.0,6.0,2.0,0.0,Low
41.0,Rarely,Other,7.0,Low,1085.0,Low,,43.0,High,Low,Married,3376.0,1.0,No,10.0,10.0,6.0,0.0,High
38.0,Rarely,Other,17.0,Low,1088.0,High,Female,65.0,Low,Medium,Married,8823.0,1.0,No,20.0,19.0,9.0,1.0,High
40.0,Rarely,Other,20.0,High,1092.0,Low,Male,61.0,,Medium,Married,10322.0,1.0,No,14.0,11.0,10.0,11.0,High
27.0,Never,Other,8.0,High,1094.0,Low,Male,87.0,Low,Low,Married,4621.0,1.0,No,3.0,3.0,2.0,1.0,High
