Song,Duration,ExplicitContent,Year,Popularity,Danceability,Intensity,Loudness,SpokenWords,Acousticness,Instrumentalness,Liveness,Tempo,Genre
Don't Let Me Down (The Chainsmokers),208373.0,False,2016.0,High,0.532,0.8690000000000001,-5.093999999999999,Yes,0.157,0.0050799999999999994,0.136,159.803,Pop
Girls Like (feat. Zara Larsson) (Tinie Tempah),196000.0,True,,High,0.9159999999999999,0.804,-3.406,No,0.37,1.18e-05,0.0812,120.02799999999999,Pop
Hear Me Now (Alok),192846.0,False,2016.0,Low,0.7879999999999999,0.43,-7.757000000000001,No,0.537,0.0026100000000000003,0.0936,121.99600000000001,Pop
All Time Low (Jon Bellion),217603.0,True,2016.0,High,0.617,0.5670000000000001,-4.188,No,0.0584,0.0,0.0933,90.24600000000001,Pop
Sex (Cheat Codes),228361.0,False,2016.0,Low,0.51,0.6920000000000001,-5.825,Yes,0.00451,0.0,0.138,102.42,Pop
NO (Meghan Trainor),213506.0,False,2017.0,High,0.557,0.8029999999999999,-3.5989999999999998,Yes,0.0124,1.61e-06,0.737,92.134,Pop
Hotter Than Hell (Dua Lipa),187957.0,False,2017.0,High,0.532,0.868,-4.23,No,0.011000000000000001,0.0,0.0584,110.12700000000001,Pop
In the Name of Love (Martin Garrix),195706.0,False,2016.0,High,0.501,0.519,-5.88,No,0.109,0.0,0.45399999999999996,133.99,Pop
Faded (Alan Walker),212106.0,False,2018.0,High,0.46799999999999997,0.627,-5.085,No,0.0281,7.97e-06,0.11,179.642,Rock
Cool Girl (Tove Lo),197815.0,True,2016.0,Low,0.674,0.71,-7.042000000000001,Yes,0.34299999999999997,6.71e-06,0.129,101.98299999999999,Pop
Let Me Love You (DJ Snake),205946.0,False,2016.0,High,0.649,0.716,-5.371,No,0.0863,2.6300000000000002e-05,0.135,99.988,Pop
This Is What You Came For (feat. Rihanna) (Calvin Harris),222160.0,False,2016.0,High,0.631,0.927,-2.787,No,0.19899999999999998,0.11900000000000001,0.14800000000000002,123.962,Pop
I Took A Pill In Ibiza - Seeb Remix (Mike Posner),197933.0,True,,High,0.664,0.7140000000000001,-6.645,Yes,0.0353,8.42e-06,0.0843,101.969,Pop
2 Phones (Kevin Gates),240000.0,True,2016.0,High,0.895,0.6809999999999999,-5.267,Yes,0.157,0.0,0.18899999999999997,121.91799999999999,Pop
Needed Me (Rihanna),191600.0,True,2016.0,High,0.6709999999999999,0.314,-8.091000000000001,Yes,0.11,0.0,0.0825,110.898,Pop
Side To Side (Ariana Grande),226160.0,True,2016.0,Low,0.648,0.738,-5.882999999999999,Yes,0.0408,0.0,0.292,159.145,Pop
Alone (Marshmello),273802.0,False,2016.0,High,0.631,0.953,-3.739,No,0.0241,0.0155,0.10800000000000001,141.99,Pop
I Know What You Did Last Summer (Shawn Mendes),223853.0,False,2015.0,High,0.687,0.7609999999999999,-4.582,No,0.102,0.0,0.147,113.939,Pop
Same Old Love (Selena Gomez),229080.0,False,2015.0,High,0.672,0.593,-4.01,No,0.0223,0.0,0.214,98.02,Pop
My Way (Calvin Harris),219159.0,False,2016.0,High,0.818,0.9129999999999999,-3.06,No,0.09300000000000001,3.69e-05,0.161,119.986,Pop
HandClap (Fitz and The Tantrums),193253.0,False,2016.0,High,0.636,0.836,-3.0039999999999996,No,0.00609,0.000157,0.0828,139.95600000000002,Pop
Ride (Twenty One Pilots),214506.0,False,2015.0,High,0.645,0.713,-5.355,No,0.00835,0.0,0.113,74.98899999999999,Rock
My House (Flo Rida),192190.0,False,2015.0,High,0.688,0.7020000000000001,-4.792,No,0.0215,0.0,0.128,94.006,Pop
Dangerous Woman (Ariana Grande),235946.0,False,2016.0,Low,0.677,0.604,-5.32,No,0.0612,0.0,0.353,134.05200000000002,Pop
Alarm (Anne-Marie),205593.0,True,2016.0,Low,0.7559999999999999,0.589,-5.093,Yes,0.0812,0.0,0.17600000000000002,146.928,Pop
We Don't Talk Anymore (feat. Selena Gomez) (Charlie Puth),217706.0,False,2016.0,High,0.728,0.563,-8.052999999999999,Yes,0.621,0.0,0.179,100.01700000000001,Pop
I'm In Control (AlunaGeorge),209425.0,False,2016.0,Low,0.7340000000000001,0.847,-3.713,No,0.355,0.000144,0.154,104.01299999999999,Pop
DUELE EL CORAZON (feat. Wisin) (Enrique Iglesias),199693.0,False,2016.0,High,0.716,0.9079999999999999,-3.2539999999999996,No,0.0858,0.0,0.135,91.03,Pop
Never Forget You (MNEK),213427.0,False,2015.0,Low,0.583,0.732,-5.728,No,0.00312,9.86e-06,0.26899999999999996,145.99200000000002,Rock
The Ocean (feat. Shy Martin) (Mike Perry),183414.0,False,2016.0,High,0.632,0.575,-6.478,No,0.0225,1.81e-06,0.10400000000000001,90.037,Pop
Hotline Bling (Drake),267066.0,False,2016.0,Low,0.903,0.62,-8.094,No,0.0034700000000000004,0.00011899999999999999,0.0504,134.96,Pop
Into You (Ariana Grande),244453.0,False,2016.0,Low,0.623,0.7340000000000001,-5.9479999999999995,Yes,0.0162,1.75e-06,0.145,107.853,Pop
Treat You Better (Shawn Mendes),187973.0,False,2017.0,High,0.444,0.8190000000000001,-4.078,Yes,0.106,0.0,0.107,82.695,Pop
Say It (Tory Lanez),237786.0,True,2016.0,High,0.546,0.529,-10.511,No,0.0862,6.5000000000000004e-06,0.124,107.331,Pop
Adventure of a Lifetime (Coldplay),263786.0,False,2015.0,High,0.638,0.924,-3.887,No,0.00205,0.000175,0.149,111.995,Pop
This Girl - Kungs Vs. Cookin' On 3 Burners (Kungs),195561.0,False,2016.0,Low,,0.705,-4.684,No,0.0807,4.8100000000000004e-05,0.251,121.969,Pop
You Don't Own Me (feat. G-Eazy) (SAYGRACE),201493.0,False,2016.0,High,0.332,0.635,-5.653,No,0.159,2.79e-06,0.0599,186.24900000000002,Pop
Renegades (X Ambassadors),195200.0,False,2015.0,High,0.526,0.862,-6.002999999999999,No,0.0144,0.0597,0.22899999999999998,90.052,Pop
Cake By The Ocean (DNCE),219146.0,True,2016.0,High,0.774,0.753,-5.446000000000001,No,0.152,0.0,0.0371,119.00200000000001,Pop
The Girl Is Mine (99 Souls),216613.0,False,2016.0,Low,0.6829999999999999,0.943,-3.6,No,0.004229999999999999,0.0972,0.0356,118.991,Rock
Papercuts (feat. Vera Blue) (Illy),255889.0,False,2016.0,Low,0.369,0.618,-6.303999999999999,Yes,0.161,0.0,0.257,191.863,Pop
Gold (Kiiara),225882.0,False,2015.0,Low,0.6,0.41200000000000003,-9.343,Yes,0.615,0.0025,0.134,113.04899999999999,Pop
Stole the Show (Kygo),222813.0,False,2016.0,Low,0.6779999999999999,,-6.443,Yes,0.151,0.0,0.147,99.88600000000001,Pop
Work from Home (feat. Ty Dolla $ign) (Fifth Harmony),214480.0,False,2016.0,High,0.8029999999999999,0.585,-5.861000000000001,No,0.10300000000000001,3.94e-06,0.0644,105.01700000000001,Pop
Pop Style (Drake),212946.0,True,2016.0,High,0.713,0.462,-10.027000000000001,Yes,0.192,2.16e-06,0.105,133.053,Pop
PILLOWTALK (ZAYN),203686.0,True,2016.0,Low,0.588,0.7020000000000001,-4.271,No,0.10400000000000001,0.0,0.08900000000000001,124.90899999999999,Pop
Here (Alessia Cara),199453.0,False,2016.0,High,0.376,0.8220000000000001,-3.9739999999999998,Yes,0.0783,0.0,0.0841,120.493,Pop
Middle (DJ Snake),220573.0,False,2016.0,Low,0.611,0.7,-5.331,No,0.0199,0.0,0.0549,104.98100000000001,Pop
Sweet Lovin' - Radio Edit (Sigala),202149.0,False,2015.0,Low,0.6829999999999999,0.91,-1.2309999999999999,No,0.0553,4.78e-06,0.336,124.977,Pop
Jumpman (Drake),205879.0,True,2015.0,High,0.852,0.5529999999999999,,Yes,0.0559,0.0,0.332,142.079,Pop
Dangerously (Charlie Puth),199133.0,False,2016.0,High,0.696,0.517,-8.379,No,0.364,0.0,0.19699999999999998,112.291,Pop
Close (Nick Jonas),234213.0,False,2016.0,High,0.654,0.623,-5.273,No,0.253,0.0,0.14400000000000002,123.99600000000001,Pop
Perfect Strangers (Jonas Blue),196613.0,False,2016.0,Low,0.742,0.8190000000000001,-5.307,No,0.37200000000000005,0.0,0.27699999999999997,117.986,Pop
Cold Water (feat. Justin Bieber & MØ) (Major Lazer),185351.0,False,2016.0,Low,0.608,0.7979999999999999,-5.092,No,0.0736,0.0,0.156,92.943,Pop
Roses (The Chainsmokers),226738.0,False,2015.0,High,0.713,0.802,-7.055,No,0.0435,0.0037700000000000003,0.309,100.001,Pop
LUV (Tory Lanez),228640.0,True,2016.0,Low,0.688,0.541,-8.128,Yes,0.0118,0.0,0.12300000000000001,95.109,Pop
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"") (P!nk)",215413.0,False,2016.0,High,0.632,0.7020000000000001,-5.92,Yes,0.0114,0.0,0.10800000000000001,162.958,Pop
Don't (Bryson Tiller),198293.0,True,2015.0,High,0.765,0.35600000000000004,-5.556,Yes,0.223,0.0,0.0963,96.991,Pop
Just Hold On (Steve Aoki),198774.0,False,2016.0,High,0.647,0.932,-3.515,No,0.0038299999999999996,1.5e-06,0.0574,114.991,Pop
Tears (feat. Louisa Johnson) (Clean Bandit),225914.0,False,2016.0,High,0.605,0.77,-3.645,No,0.0431,0.0,0.159,130.037,Pop
Fast Car (Jonas Blue),212424.0,False,2015.0,Low,0.45899999999999996,0.5870000000000001,-6.983,No,0.45299999999999996,0.0,0.307,113.90100000000001,Pop
Never Be Like You (Flume),233337.0,True,2016.0,Low,0.44299999999999995,0.5579999999999999,-5.436,No,0.441,0.0,0.163,116.838,Rock
Good Grief (Bastille),206493.0,False,2016.0,High,0.73,0.758,-4.888,No,0.147,0.0,0.311,120.041,Pop
The Greatest (feat. Kendrick Lamar) (Sia),210226.0,False,2016.0,High,0.6679999999999999,0.725,-6.127000000000001,Yes,0.0102,0.000479,0.0561,191.94400000000002,Pop
Not Nice (PARTYNEXTDOOR),202661.0,False,2016.0,High,0.598,0.496,-9.309,No,0.0253,0.00132,0.12,128.06,Pop
"i hate u, i love u (feat. olivia o'brien) (Garrett Nash)",251033.0,True,2016.0,High,0.49200000000000005,0.275,-13.4,Yes,0.687,0.0,0.10099999999999999,92.6,Pop
1955 (Hilltop Hoods),239280.0,False,2016.0,High,0.7659999999999999,0.5,-7.558,No,0.7190000000000001,5.91e-06,,84.044,Pop
All In My Head (Flex) (feat. Fetty Wap) (Fifth Harmony),210573.0,False,2016.0,High,0.6890000000000001,0.7909999999999999,-5.194,No,0.023,0.0,0.0526,95.04,Pop
"Sit Still, Look Pretty (Daya)",202221.0,False,2016.0,Low,0.657,0.7390000000000001,-4.081,Yes,0.141,0.0,0.17800000000000002,181.99400000000003,Pop
Don't Mind (Kent Jones),198236.0,True,2016.0,High,0.46399999999999997,0.7709999999999999,-4.503,Yes,0.0235,0.0,0.063,158.77700000000002,Rock
Say It (Flume),262521.0,True,2016.0,Low,0.581,0.531,-6.829,No,0.0731,3.27e-06,0.0616,75.255,Rock
Exchange (Bryson Tiller),194613.0,True,2015.0,,0.525,0.433,-10.597999999999999,Yes,0.107,0.0,0.135,160.108,Pop
Final Song (MØ),235826.0,False,2016.0,High,0.695,0.672,-6.109,No,0.013999999999999999,7.950000000000001e-05,0.0756,104.988,Pop
Sorry (Beyoncé),232560.0,True,2016.0,High,0.775,0.598,-7.274,No,0.00175,4.44e-06,0.253,129.988,Pop
Shout Out to My Ex (Little Mix),246240.0,False,2017.0,Low,0.773,0.747,-4.061,No,0.0239,8.23e-06,0.11,126.014,Pop
Ophelia (The Lumineers),160097.0,False,2016.0,Low,0.664,0.5760000000000001,-6.428999999999999,No,0.63,0.000198,0.0902,76.02600000000001,Pop
Pink + White (Frank Ocean),184516.0,False,2016.0,High,0.544,0.552,-7.45,No,0.67,4.57e-05,0.415,159.738,Pop
Too Good (Drake),263373.0,True,2016.0,High,0.794,0.653,-7.8389999999999995,Yes,0.0489,4.88e-05,0.1,117.99600000000001,Pop
Shape of You (Ed Sheeran),233712.0,False,2017.0,High,0.825,0.652,-3.1830000000000003,No,0.581,0.0,0.0931,95.977,Pop
No Lie (Sean Paul),221176.0,False,2018.0,High,0.742,0.882,-2.862,Yes,0.0466,0.0,0.20600000000000002,102.04,Pop
Despacito (Featuring Daddy Yankee) (Luis Fonsi),228200.0,False,2017.0,Low,0.66,0.7859999999999999,-4.757,Yes,0.209,0.0,0.11199999999999999,177.833,Pop
Too Good At Goodbyes (Sam Smith),201000.0,False,2017.0,High,0.6809999999999999,0.37200000000000005,-8.237,No,0.64,0.0,0.16899999999999998,91.87299999999999,Pop
Rockabye (feat. Sean Paul & Anne-Marie) (Clean Bandit),251088.0,False,2016.0,High,0.72,0.763,-4.0680000000000005,No,0.406,0.0,0.18,101.965,Pop
Havana (feat. Young Thug) (Camila Cabello),216896.0,False,2017.0,Low,0.768,0.517,-4.323,No,0.18600000000000003,3.8e-05,0.10400000000000001,104.992,Pop
Thunder (Imagine Dragons),187146.0,False,2017.0,Low,0.6,0.81,-4.749,No,0.00683,0.21,0.155,167.88,Rock
Don't Wanna Know (feat. Kendrick Lamar) (Maroon 5),214265.0,False,2018.0,High,0.7829999999999999,0.61,-6.124,No,0.34299999999999997,0.0,0.0983,100.04700000000001,Pop
Something Just Like This (The Chainsmokers),247160.0,False,2017.0,High,0.617,0.635,-6.769,No,0.0498,1.4400000000000001e-05,0.16399999999999998,103.01899999999999,Pop
Perfect (Ed Sheeran),263400.0,False,2017.0,High,0.599,0.44799999999999995,-6.312,No,0.163,0.0,0.106,95.05,Pop
Little Dark Age (MGMT),299960.0,False,2018.0,High,0.705,0.7120000000000001,-6.156000000000001,No,0.0102,0.0008550000000000001,0.1,97.512,Rock
goosebumps (Travis Scott),243836.0,True,2016.0,High,0.841,0.728,-3.37,No,0.0847,0.0,0.149,130.049,Rock
Bored (Billie Eilish),180933.0,False,2017.0,High,0.614,0.318,-12.695,No,0.8959999999999999,0.0023899999999999998,0.0795,119.959,Pop
Mask Off (Future),204600.0,True,2017.0,High,0.833,0.434,-8.795,Yes,0.0102,0.0219,0.165,150.062,Pop
Him & I (G-Eazy),268866.0,True,2017.0,Low,0.589,0.731,-6.343,No,0.0534,0.0,0.308,87.90799999999999,Pop
Cold (feat. Future) (Maroon 5),234308.0,True,2017.0,Low,0.6970000000000001,0.716,-6.287999999999999,Yes,0.11800000000000001,0.0,0.0424,99.905,Pop
Swang (Rae Sremmurd),208120.0,True,2016.0,High,0.6809999999999999,0.314,-9.318999999999999,No,0.2,9.82e-06,0.1,139.99200000000002,Pop
Save That Shit (Lil Peep),231546.0,True,2017.0,High,0.534,0.583,-8.672,No,0.0262,0.0,0.42100000000000004,105.99700000000001,Rock
Plain Jane (A$AP Ferg),173600.0,True,2017.0,High,0.797,0.8440000000000001,-5.482,Yes,0.0651,0.0,0.087,170.142,Pop
Unforgettable (French Montana),233901.0,True,2017.0,High,0.726,0.769,-5.043,Yes,0.0293,0.0101,0.10400000000000001,97.985,Pop
Bank Account (21 Savage),220306.0,True,2017.0,High,0.884,0.34700000000000003,-8.227,Yes,0.015,7.000000000000001e-06,0.0871,75.016,Rock
More Than You Know (Axwell /\ Ingrosso),203000.0,False,2017.0,Low,0.645,0.741,-4.989,No,0.0323,0.0,0.29,123.07,Pop
Dusk Till Dawn (feat. Sia) - Radio Edit (ZAYN),239000.0,False,2017.0,High,0.259,0.43700000000000006,-6.5889999999999995,No,0.102,1.32e-06,0.106,180.042,Pop
Mi Gente (J Balvin),189029.0,False,2017.0,Low,0.5479999999999999,0.701,-4.862,No,0.0178,1.34e-05,0.134,104.23700000000001,Rock
You Don't Know Me - Radio Edit (Jax Jones),213946.0,True,2016.0,Low,0.8759999999999999,0.669,-6.053999999999999,Yes,0.163,0.0,0.185,124.007,Pop
Black Beatles (Rae Sremmurd),291893.0,True,2016.0,High,0.794,0.632,-6.162999999999999,No,0.142,0.0,0.128,145.92600000000002,Pop
Ain't My Fault (Zara Larsson),224030.0,False,2017.0,High,0.5760000000000001,0.782,-4.825,No,0.00778,0.0,0.285,141.153,Pop
BUTTERFLY EFFECT (Travis Scott),190677.0,False,2017.0,Low,0.763,0.598,-6.865,No,0.0714,0.0,0.11199999999999999,140.987,Rock
Rolex (Ayo & Teo),,False,2017.0,High,0.804,0.8859999999999999,-2.512,No,0.0837,0.0,0.266,144.946,Pop
XO Tour Llif3 (Lil Uzi Vert),182706.0,True,2017.0,High,0.732,0.75,-6.3660000000000005,Yes,0.00264,0.0,0.109,155.096,Rock
Whatever It Takes (Imagine Dragons),201240.0,False,2017.0,High,0.672,0.655,-5.021,No,0.0362,0.0,0.11699999999999999,134.945,Rock
Chill Bill (feat. J. Davi$ & Spooks) (Rob $tone),177184.0,True,2016.0,High,0.8859999999999999,0.42700000000000005,-10.027999999999999,Yes,0.0312,0.00099,0.0906,108.03399999999999,Rock
Swalla (feat. Nicki Minaj & Ty Dolla $ign) (Jason Derulo),216408.0,True,2017.0,High,0.696,0.8170000000000001,-3.862,Yes,0.075,0.0,0.187,98.064,Pop
No Limit (G-Eazy),245386.0,True,2017.0,Low,0.838,0.7709999999999999,-3.7910000000000004,Yes,0.0117,0.0,0.0853,175.957,Pop
Magnolia (Playboi Carti),181812.0,True,2017.0,High,0.7909999999999999,0.5820000000000001,-7.3229999999999995,Yes,0.0114,0.0,0.35,162.991,Rock
Hold On (Chord Overstreet),198853.0,False,2017.0,High,0.618,0.44299999999999995,-9.681000000000001,No,0.469,0.0,0.0829,119.949,Pop
Breathe (Jax Jones),207629.0,False,2017.0,Low,0.722,0.7440000000000001,-5.52,No,0.0234,0.000157,0.14300000000000002,125.985,Pop
Believer (Imagine Dragons),204346.0,False,2017.0,Low,0.779,0.787,-4.305,Yes,0.0524,0.0,0.14,124.98200000000001,Rock
Criminal (Natti Natasha),232549.0,False,2017.0,High,0.8140000000000001,0.813,-3.023,No,0.03,9.329999999999999e-05,0.255,79.997,Pop
HUMBLE. (Kendrick Lamar),177000.0,True,2017.0,Low,0.9059999999999999,0.625,-6.779,No,0.00024300000000000002,3.229999999999999e-05,0.0975,150.018,Rock
Fetish (feat. Gucci Mane) (Selena Gomez),186112.0,False,2017.0,High,0.708,0.618,-4.4239999999999995,No,0.0204,6.81e-06,0.062,123.01299999999999,Pop
Attention (Charlie Puth),211475.0,False,2017.0,Low,0.774,0.626,-4.4319999999999995,No,0.0969,3.12e-05,0.0848,100.041,
Man's Not Hot (Big Shaq),186026.0,False,2017.0,High,0.905,0.884,-4.0760000000000005,Yes,0.111,8.31e-05,0.107,135.048,Pop
Ciao Adios (Anne-Marie),200104.0,False,2017.0,Low,0.698,0.882,-3.0780000000000003,No,0.127,0.0,0.15,106.083,Pop
Human (Rag'n'Bone Man),200186.0,False,2017.0,High,0.602,0.7070000000000001,-4.0969999999999995,Yes,0.39299999999999996,0.0,0.165,75.087,Rock
do re mi (blackbear),212027.0,True,2017.0,Low,0.745,0.593,-6.35,No,0.005220000000000001,5.25e-06,0.12300000000000001,111.00200000000001,Pop
Gucci Gang (Lil Pump),124055.0,True,2017.0,High,0.9359999999999999,0.523,-6.71,No,0.239,0.0,0.11699999999999999,119.889,Rock
Look What You Made Me Do (Taylor Swift),211853.0,False,2017.0,High,0.7659999999999999,0.7090000000000001,-6.471,Yes,0.204,1.4099999999999999e-05,0.126,128.07,Pop
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox) (Enrique Iglesias),207680.0,False,2017.0,High,0.688,0.8220000000000001,-3.304,No,0.0642,0.0,0.24100000000000002,91.01100000000001,Pop
Tunnel Vision (Kodak Black),268186.0,True,2017.0,Low,0.49700000000000005,0.489,-7.724,Yes,,9.91e-05,0.122,171.85299999999998,Rock
DNA. (Kendrick Lamar),185946.0,True,2017.0,Low,0.636,0.517,-6.7589999999999995,Yes,0.00402,0.0,0.0874,139.928,Rock
Drowning (feat. Kodak Black) (A Boogie Wit da Hoodie),209269.0,True,2017.0,Low,0.8390000000000001,0.81,-5.274,No,0.501,0.0,0.11699999999999999,129.014,Rock
Jocelyn Flores (XXXTENTACION),119133.0,True,2017.0,High,0.872,0.391,-9.144,Yes,0.469,4.13e-06,0.297,134.02100000000002,Rock
Bad and Boujee (feat. Lil Uzi Vert) (Migos),343150.0,True,2017.0,High,0.9259999999999999,0.6659999999999999,-5.314,Yes,0.0611,0.0,0.12300000000000001,127.079,Pop
Rake It Up (feat. Nicki Minaj) (Yo Gotti),276333.0,True,2017.0,High,0.91,0.444,-8.126,Yes,0.022000000000000002,0.0,0.13699999999999998,149.953,Pop
Scared to Be Lonely (Martin Garrix),220883.0,False,2017.0,High,0.584,0.54,-7.7860000000000005,No,0.0895,0.0,0.261,137.972,Pop
Mama (Jonas Blue),181614.0,False,2017.0,Low,0.7390000000000001,0.792,-4.256,No,0.091,0.0,0.0516,104.016,Pop
Solo Dance (Martin Jensen),174933.0,False,2016.0,Low,0.7440000000000001,0.836,-2.396,No,0.0435,0.0,0.19399999999999998,114.965,Pop
...Ready For It? (Taylor Swift),208186.0,False,2017.0,High,0.613,0.764,-6.5089999999999995,Yes,0.0527,0.0,0.19699999999999998,160.015,Pop
2U (feat. Justin Bieber) (David Guetta),194896.0,False,2017.0,High,0.5479999999999999,0.65,-5.827000000000001,No,0.21899999999999997,0.0,0.225,144.937,Pop
Slippery (feat. Gucci Mane) (Migos),304041.0,True,2017.0,High,0.92,0.675,-5.6610000000000005,Yes,0.307,0.0,0.10400000000000001,141.967,Pop
There's Nothing Holdin' Me Back (Shawn Mendes),199440.0,False,2017.0,Low,0.857,0.8,-4.035,No,0.381,0.0,0.0913,121.99600000000001,Pop
Good Life (with G-Eazy & Kehlani) (G-Eazy),225520.0,False,2017.0,High,0.5720000000000001,0.778,-5.207999999999999,Yes,0.006379999999999999,0.0,0.0563,168.07299999999998,Pop
All Night (The Vamps),197640.0,False,2017.0,High,0.5379999999999999,0.804,-5.194,No,0.0041,0.0,0.33,144.99200000000002,Pop
New Rules (Dua Lipa),212000.0,False,2017.0,High,0.763,0.72,-5.181,No,0.0026100000000000003,1.11e-05,0.114,116.01,Pop
Bodak Yellow (Cardi B),223962.0,True,2017.0,,0.929,0.723,-5.792000000000001,Yes,0.0672,0.0,0.34600000000000003,125.022,Pop
Skin (Rag'n'Bone Man),239626.0,False,2017.0,High,0.564,0.745,-7.733,Yes,0.265,0.0,0.147,170.66099999999997,Rock
I Would Like (Zara Larsson),226720.0,False,2017.0,Low,0.486,0.713,-3.949,No,0.0853,0.0,0.0839,121.02799999999999,Pop
Wild Thoughts (feat. Rihanna & Bryson Tiller) (DJ Khaled),204173.0,True,2017.0,High,0.6709999999999999,0.672,-3.094,No,0.0329,0.0,0.11800000000000001,97.979,Pop
Congratulations (Post Malone),220293.0,True,2016.0,High,0.63,0.804,-4.183,No,0.215,0.0,0.253,123.146,Rock
Without You (feat. Sandro Cavazza) (Avicii),181672.0,True,2017.0,High,0.662,0.858,-4.843999999999999,No,0.0016300000000000002,0.0,0.0456,133.993,Pop
Symphony (feat. Zara Larsson) (Clean Bandit),214866.0,False,2017.0,Low,0.718,0.609,-4.699,No,0.281,3.289999999999999e-05,0.23399999999999999,122.95,Pop
Chained To The Rhythm (Katy Perry),237733.0,False,2017.0,High,0.562,0.8,-5.404,Yes,0.0814,,0.19899999999999998,95.029,Pop
Juju on That Beat (TZ Anthem) (Zay Hilfigerrr),144244.0,False,2016.0,Low,0.807,0.887,-3.892,Yes,0.00381,0.0,0.391,160.517,Rock
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean) (Calvin Harris)",223413.0,True,2017.0,High,0.893,0.745,-3.105,No,0.0642,0.0,0.0943,101.01799999999999,Pop
T-Shirt (Migos),242407.0,True,2017.0,High,0.865,0.687,-3.7439999999999998,Yes,0.242,0.0,0.158,139.023,Pop
Rich Love (with Seeb) (OneRepublic),201256.0,False,2017.0,High,0.401,0.872,-3.641,Yes,0.16699999999999998,0.0,0.36200000000000004,104.59200000000001,Pop
Pretty Girl - Cheat Codes X CADE Remix (Maggie Lindemann),193613.0,True,2017.0,High,0.703,0.868,-4.6610000000000005,No,0.15,0.132,0.10400000000000001,121.03,Pop
Glorious (feat. Skylar Grey) (Macklemore),220454.0,True,2017.0,High,0.731,0.794,-5.126,No,0.0323,2.59e-05,0.11199999999999999,139.994,Pop
NUMB (Hayden James),217296.0,True,2019.0,Low,0.617,0.5579999999999999,-7.046,No,0.184,1.03e-06,0.0911,147.93200000000002,Pop
Strip That Down (Liam Payne),204502.0,False,2017.0,Low,0.8690000000000001,0.485,-5.595,No,0.24600000000000002,0.0,0.0765,106.02799999999999,Pop
Passionfruit (Drake),298940.0,True,2017.0,Low,0.809,0.46299999999999997,-11.377,No,0.256,0.085,0.109,111.98,Pop
Friends (with BloodPop®) (Justin Bieber),189466.0,False,2017.0,Low,0.7440000000000001,0.7390000000000001,-5.35,No,0.0045899999999999995,0.0,0.306,104.99,Pop
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"" (ZAYN)",245200.0,False,2016.0,Low,0.735,0.451,-8.374,No,0.0631,1.3000000000000001e-05,0.325,117.973,Pop
Scars To Your Beautiful (Alessia Cara),230226.0,False,2016.0,High,0.319,0.7390000000000001,-5.74,Yes,0.0285,0.0,0.111,194.169,Pop
It's A Vibe (2 Chainz),210200.0,True,2017.0,High,0.8220000000000001,0.502,-7.38,Yes,0.0312,0.0008869999999999999,0.114,73.003,Pop
Call on Me - Ryan Riback Remix (Starley),222040.0,False,2016.0,Low,0.67,0.838,-4.031000000000001,No,0.0605,0.000611,0.159,105.0,Pop
Weak (AJR),201160.0,False,2017.0,Low,0.6729999999999999,0.637,-4.518,No,0.13699999999999998,0.0,0.184,123.98,Rock
Lust for Life (with The Weeknd) (Lana Del Rey),264011.0,False,2017.0,Low,0.499,0.6759999999999999,-8.618,No,0.588,0.00484,0.358,99.979,Pop
Reggaetón Lento (Remix) (CNCO),188786.0,False,2017.0,Low,0.623,0.909,-3.0789999999999997,No,0.158,0.0,0.0972,93.984,Pop
Middle Of The Night (The Vamps),174600.0,False,2017.0,High,0.588,0.7490000000000001,-4.323,No,0.0037,,0.0813,130.093,Pop
I Feel It Coming (The Weeknd),269186.0,False,2016.0,High,0.773,0.8190000000000001,-5.946000000000001,Yes,0.428,0.0,0.0679,92.98700000000001,Pop
Paris (The Chainsmokers),221506.0,False,2017.0,High,0.653,0.6579999999999999,-6.428,No,0.0215,1.66e-06,0.0939,99.99,Pop
Bounce Back (Big Sean),222360.0,True,2017.0,High,0.78,0.575,-5.627999999999999,Yes,0.106,0.0,0.129,81.502,Pop
Mercy (Shawn Mendes),208733.0,False,2017.0,Low,0.561,0.674,-4.882,No,0.11800000000000001,0.0,0.111,148.127,Pop
Lonely Together (feat. Rita Ora) (Avicii),181812.0,False,2017.0,Low,0.655,0.6659999999999999,-5.309,No,0.134,2.12e-05,0.0683,102.977,Pop
No Promises (feat. Demi Lovato) (Cheat Codes),223503.0,False,2017.0,High,0.741,0.667,-5.445,Yes,0.0575,0.0,0.106,112.956,Pop
24K Magic (Bruno Mars),225983.0,False,2016.0,High,0.818,0.8029999999999999,-4.282,No,0.034,0.0,0.153,106.97,Pop
Homemade Dynamite - REMIX (Lorde),214254.0,True,2017.0,Low,0.7809999999999999,0.5479999999999999,-4.997,No,0.22899999999999998,0.0,0.127,106.99600000000001,Pop
It Ain't Me (with Selena Gomez) (Kygo),220780.0,False,2017.0,High,0.64,0.5329999999999999,-6.596,,0.11900000000000001,0.0,0.0864,99.96799999999999,Pop
God's Plan (Drake),198973.0,True,2018.0,High,0.754,0.449,-9.211,Yes,0.0332,8.290000000000001e-05,0.552,77.169,Pop
